log,category
[5706]  [INFO] Thread-9 executing task npm ERR! code ERESOLVE - Execution ID 36390,Dependency Error
[5659]  [INFO] Thread-1 executing task Connection timed out after 30000 milliseconds - Execution ID 75767,Timeout Failure
[8566]  Error: expect(received).toBe(expected) - Execution ID 20498,Test Failure
[4988]  [INFO] Thread-6 executing task Error response from daemon: container cannot be started - Execution ID 90128,Container Crash
[4716]  [INFO] Thread-8 executing task User does not have permission to execute this action - Execution ID 62499,Permission Error
[7335]  [INFO] Thread-10 executing task FAIL src/components/App.test.tsx - Execution ID 10701,Test Failure
[6572]  Gateway Timeout: 504 - Execution ID 62550,Timeout Failure
[2253]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 93567,Network Failure
[6694]  error: expected ';' before '}' token - Execution ID 47412,Build Failure
[2590]  [INFO] Thread-9 executing task chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 30428,Permission Error
[6979]  pip: No matching distribution found for numpy==99.9.9 - Execution ID 11915,Dependency Error
[5383]  Error response from daemon: container cannot be started - Execution ID 78055,Container Crash
[1089]  [INFO] Thread-9 executing task SyntaxError: Unexpected token - Execution ID 18573,Build Failure
[1821]  Expected value to equal: 5 Received: 4 - Execution ID 29502,Test Failure
[3206]  [INFO] Thread-9 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 35508,Build Failure
[3210]  Intermittent failure in test_network_connection - Execution ID 79137,Flaky Test
[1107]  [INFO] Thread-7 executing task Segmentation fault (core dumped) - Execution ID 72265,Container Crash
[4179]  [INFO] Thread-5 executing task Segmentation fault (core dumped) - Execution ID 78332,Container Crash
[2149]  make: *** [all] Error 2 - Execution ID 77710,Build Failure
[4313]  Gateway Timeout: 504 - Execution ID 49366,Timeout Failure
[3600]  [INFO] Thread-6 executing task 403 Forbidden: Access denied - Execution ID 64785,Permission Error
[2270]  Connection timed out after 30000 milliseconds - Execution ID 47122,Timeout Failure
[5852]  [INFO] Thread-4 executing task WARN: Test execution time varied by more than 50% - Execution ID 73499,Flaky Test
[9532]  [INFO] Thread-9 executing task socket hang up - Execution ID 76374,Network Failure
[3690]  Segmentation fault (core dumped) - Execution ID 75462,Container Crash
[1888]  FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 45487,Environment Issue
[8025]  [INFO] Thread-3 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 88029,Dependency Error
[9841]  User does not have permission to execute this action - Execution ID 45463,Permission Error
[1414]  make: *** [all] Error 2 - Execution ID 62560,Build Failure
[6254]  [INFO] Thread-7 executing task Request timeout while fetching https://api.github.com - Execution ID 93247,Timeout Failure
"[7902]  [INFO] Thread-6 executing task Randomised test failed, check seed 12345 - Execution ID 59083",Flaky Test
[4565]  [INFO] Thread-9 executing task error: expected ';' before '}' token - Execution ID 80826,Build Failure
[4089]  [INFO] Thread-9 executing task error: expected ';' before '}' token - Execution ID 80972,Build Failure
[3381]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 30936,Container Crash
[3280]  403 Forbidden: Access denied - Execution ID 17003,Permission Error
"[2096]  [INFO] Thread-6 executing task EACCES: permission denied, open '/var/log/app.log' - Execution ID 62727",Permission Error
[1645]  [INFO] Thread-6 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 24670,Environment Issue
"[8997]  EACCES: permission denied, open '/var/log/app.log' - Execution ID 90814",Permission Error
[1707]  [INFO] Thread-10 executing task Cannot read property 'url' of undefined from process.env - Execution ID 63059,Environment Issue
[9514]  Connection timed out after 30000 milliseconds - Execution ID 67894,Timeout Failure
[3843]  make: *** [all] Error 2 - Execution ID 36519,Build Failure
[1214]  [INFO] Thread-2 executing task pip: No matching distribution found for numpy==99.9.9 - Execution ID 44129,Dependency Error
[6919]  [INFO] Thread-10 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 71475,Dependency Error
[1306]  Failed to connect to repository: Could not resolve host - Execution ID 14845,Network Failure
[3133]  docker run failed: container crashed unexpectedly - Execution ID 96219,Container Crash
"[9897]  [INFO] Thread-7 executing task Randomised test failed, check seed 12345 - Execution ID 87541",Flaky Test
[1772]  Error: expect(received).toBe(expected) - Execution ID 29000,Test Failure
[1346]  [INFO] Thread-8 executing task ModuleNotFoundError: No module named 'src.utils' - Execution ID 33557,Build Failure
[4471]  Configuration Error: Invalid JSON in config.yaml - Execution ID 22742,Environment Issue
[3941]  Missing dependency: left-pad is not installed - Execution ID 12007,Dependency Error
[3357]  [INFO] Thread-5 executing task error: expected ';' before '}' token - Execution ID 73424,Build Failure
[2040]  error: expected ';' before '}' token - Execution ID 21896,Build Failure
[2702]  [INFO] Thread-9 executing task Request timeout while fetching https://api.github.com - Execution ID 62464,Timeout Failure
[3772]  Gateway Timeout: 504 - Execution ID 68620,Timeout Failure
[8505]  [INFO] Thread-2 executing task User does not have permission to execute this action - Execution ID 39475,Permission Error
[3670]  docker run failed: container crashed unexpectedly - Execution ID 79483,Container Crash
[2153]  [INFO] Thread-3 executing task test_user_auth_failed: user is not authenticated - Execution ID 85273,Test Failure
[9398]  AssertionError: timestamp mismatch (flaky) - Execution ID 55209,Flaky Test
[7856]  Request timeout while fetching https://api.github.com - Execution ID 74143,Timeout Failure
[4717]  error: expected ';' before '}' token - Execution ID 34487,Build Failure
[9127]  Missing dependency: left-pad is not installed - Execution ID 30953,Dependency Error
[6555]  Expected value to equal: 5 Received: 4 - Execution ID 26942,Test Failure
[5661]  [INFO] Thread-7 executing task Test passed on retry 2 - Execution ID 36750,Flaky Test
[3902]  docker run failed: container crashed unexpectedly - Execution ID 72624,Container Crash
[6533]  [INFO] Thread-9 executing task Gateway Timeout: 504 - Execution ID 77708,Timeout Failure
[1816]  [INFO] Thread-8 executing task OOMKilled: Container exited with code 137 - Execution ID 65113,Container Crash
[2297]  test_user_auth_failed: user is not authenticated - Execution ID 85824,Test Failure
[8452]  socket hang up - Execution ID 17830,Network Failure
[7858]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 52067,Dependency Error
[3836]  [INFO] Thread-9 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 59488,Environment Issue
[8050]  [INFO] Thread-4 executing task Test passed on retry 2 - Execution ID 26307,Flaky Test
[8503]  [INFO] Thread-3 executing task FAIL src/components/App.test.tsx - Execution ID 42782,Test Failure
[5217]  Could not resolve dependencies for project - Execution ID 29202,Dependency Error
[8508]  [INFO] Thread-7 executing task make: *** [all] Error 2 - Execution ID 16541,Build Failure
[3888]  Expected value to equal: 5 Received: 4 - Execution ID 37636,Test Failure
[3333]  [INFO] Thread-5 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 19592,Container Crash
[9296]  User does not have permission to execute this action - Execution ID 36280,Permission Error
[9322]  [INFO] Thread-2 executing task Connection timed out after 30000 milliseconds - Execution ID 47980,Timeout Failure
[6034]  [INFO] Thread-3 executing task Intermittent failure in test_network_connection - Execution ID 84128,Flaky Test
[8929]  [INFO] Thread-2 executing task docker run failed: container crashed unexpectedly - Execution ID 89639,Container Crash
[5394]  Gateway Timeout: 504 - Execution ID 82704,Timeout Failure
[9906]  Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 28813,Dependency Error
[1408]  Job terminated: Exceeded maximum allowed runtime - Execution ID 71180,Timeout Failure
[9444]  ModuleNotFoundError: No module named 'src.utils' - Execution ID 60268,Build Failure
[5171]  AssertionError: timestamp mismatch (flaky) - Execution ID 76964,Flaky Test
[8555]  User does not have permission to execute this action - Execution ID 47372,Permission Error
[5654]  [INFO] Thread-8 executing task test_user_auth_failed: user is not authenticated - Execution ID 36475,Test Failure
[3226]  [INFO] Thread-6 executing task Failed to load resource: net::ERR_NAME_NOT_RESOLVED - Execution ID 91582,Dependency Error
[7360]  urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 84186,Network Failure
[5229]  socket hang up - Execution ID 66616,Network Failure
[2968]  [INFO] Thread-6 executing task AssertionError: expected False to be True - Execution ID 42012,Test Failure
[3070]  [INFO] Thread-3 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 96398,Environment Issue
[9465]  [INFO] Thread-2 executing task ECONNREFUSED: Connection refused by 127.0.0.1:5432 - Execution ID 44830,Network Failure
[6286]  chmod: changing permissions of 'script.sh': Operation not permitted - Execution ID 28517,Permission Error
[8790]  SyntaxError: Unexpected token - Execution ID 74581,Build Failure
[8019]  [INFO] Thread-3 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 70900,Network Failure
[7430]  [INFO] Thread-10 executing task FileNotFoundError: [Errno 2] No such file or directory: '/etc/config.json' - Execution ID 55012,Environment Issue
[9740]  [INFO] Thread-6 executing task panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 58970,Container Crash
[3515]  Failed to connect to repository: Could not resolve host - Execution ID 79962,Network Failure
[9113]  [INFO] Thread-4 executing task Exception: AWS_REGION is not set - Execution ID 64767,Environment Issue
[3483]  [INFO] Thread-5 executing task Error: expect(received).toBe(expected) - Execution ID 50394,Test Failure
[7733]  [INFO] Thread-3 executing task Configuration Error: Invalid JSON in config.yaml - Execution ID 73499,Environment Issue
[5677]  FAIL src/components/App.test.tsx - Execution ID 49280,Test Failure
[8242]  [INFO] Thread-6 executing task Connection timed out after 30000 milliseconds - Execution ID 17643,Timeout Failure
[2357]  [INFO] Thread-8 executing task FAIL src/components/App.test.tsx - Execution ID 95943,Test Failure
[4001]  Configuration Error: Invalid JSON in config.yaml - Execution ID 31633,Environment Issue
[5513]  [INFO] Thread-5 executing task Intermittent failure in test_network_connection - Execution ID 48404,Flaky Test
[1484]  [INFO] Thread-2 executing task make: *** [all] Error 2 - Execution ID 87563,Build Failure
[9257]  AssertionError: expected False to be True - Execution ID 63078,Test Failure
[3444]  [INFO] Thread-6 executing task User does not have permission to execute this action - Execution ID 75409,Permission Error
[2432]  panic: runtime error: invalid memory address or nil pointer dereference - Execution ID 79012,Container Crash
[5508]  Network is unreachable - Execution ID 96466,Network Failure
[4792]  Job terminated: Exceeded maximum allowed runtime - Execution ID 66945,Timeout Failure
[8683]  [INFO] Thread-6 executing task Segmentation fault (core dumped) - Execution ID 80830,Container Crash
[7142]  [INFO] Thread-8 executing task SyntaxError: Unexpected token - Execution ID 67682,Build Failure
[7595]  AssertionError: expected False to be True - Execution ID 13569,Test Failure
[3275]  Error response from daemon: container cannot be started - Execution ID 17675,Container Crash
[3832]  [INFO] Thread-9 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 40053,Network Failure
[1237]  [INFO] Thread-6 executing task Error: Missing environment variable DB_PASSWORD - Execution ID 39581,Environment Issue
[3888]  [INFO] Thread-5 executing task User does not have permission to execute this action - Execution ID 39622,Permission Error
[8528]  [INFO] Thread-10 executing task docker run failed: container crashed unexpectedly - Execution ID 10297,Container Crash
[5507]  Job terminated: Exceeded maximum allowed runtime - Execution ID 68495,Timeout Failure
[3463]  [INFO] Thread-10 executing task urllib.error.URLError: <urlopen error [Errno 111] Connection refused> - Execution ID 98049,Network Failure
